device_type,cpu,consumption,delta,fps,pixel,in_time
Laptop,52,22,50,30,480,False
Laptop,52,22,50,30,480,False
Laptop,52,22,50,30,480,False
Laptop,52,22,50,30,480,False
Laptop,55,22,50,30,480,False
Laptop,55,22,51,30,480,False
Laptop,53,22,49,30,480,False
Laptop,53,22,51,30,480,False
Laptop,55,22,48,30,480,False
Laptop,53,22,49,30,480,False
Laptop,53,22,50,30,480,False
Laptop,53,22,49,30,480,False
Laptop,53,22,48,30,480,False
Laptop,55,22,49,30,480,False
Laptop,51,22,49,30,480,False
Laptop,52,22,49,30,480,False
Laptop,56,22,50,30,480,False
Laptop,53,22,50,30,480,False
Laptop,51,22,50,30,480,False
Laptop,53,22,49,30,480,False
Laptop,59,22,50,30,480,False
Laptop,54,22,51,30,480,False
Laptop,53,22,49,30,480,False
Laptop,51,22,50,30,480,False
Laptop,56,22,50,30,480,False
Laptop,61,23,51,30,480,False
Laptop,58,22,50,30,480,False
Laptop,54,22,50,30,480,False
Laptop,55,22,49,30,480,False
Laptop,54,22,50,30,480,False
Laptop,52,22,50,30,480,False
Laptop,51,22,49,30,480,False
Laptop,54,22,50,30,480,False
Laptop,54,22,49,30,480,False
Laptop,52,22,50,30,480,False
Laptop,52,22,51,30,480,False
Laptop,54,22,50,30,480,False
Laptop,54,22,50,30,480,False
Laptop,52,22,50,30,480,False
Laptop,51,22,49,30,480,False
Laptop,55,22,49,30,480,False
Laptop,55,22,51,30,480,False
Laptop,52,22,50,30,480,False
Laptop,54,22,50,30,480,False
Laptop,54,22,50,30,480,False
Laptop,54,22,50,30,480,False
Laptop,51,22,50,30,480,False
Laptop,51,22,50,30,480,False
Laptop,53,22,50,30,480,False
Laptop,53,22,51,30,480,False
Laptop,52,22,50,30,480,False
Laptop,52,22,50,30,480,False
Laptop,55,22,50,30,480,False
Laptop,52,22,51,30,480,False
Laptop,52,22,49,30,480,False
Laptop,50,22,50,30,480,False
Laptop,56,22,48,30,480,False
Laptop,51,22,50,30,480,False
Laptop,54,22,49,30,480,False
Laptop,53,22,50,30,480,False
Laptop,52,22,49,30,480,False
Laptop,54,22,50,30,480,False
Laptop,53,22,50,30,480,False
Laptop,53,22,49,30,480,False
Laptop,55,22,50,30,480,False
Laptop,55,22,50,30,480,False
Laptop,50,22,49,30,480,False
Laptop,54,22,49,30,480,False
Laptop,54,22,50,30,480,False
Laptop,53,22,51,30,480,False
Laptop,52,22,50,30,480,False
Laptop,52,22,50,30,480,False
Laptop,53,22,50,30,480,False
Laptop,52,22,51,30,480,False
Laptop,50,22,49,30,480,False
Laptop,54,22,49,30,480,False
Laptop,54,22,50,30,480,False
Laptop,52,22,50,30,480,False
Laptop,52,22,50,30,480,False
Laptop,50,22,50,30,480,False
Laptop,55,22,50,30,480,False
Laptop,56,22,50,30,480,False
Laptop,53,22,50,30,480,False
Laptop,53,22,51,30,480,False
Laptop,55,22,51,30,480,False
Laptop,53,22,52,30,480,False
Laptop,52,22,51,30,480,False
Laptop,53,22,57,30,480,False
Laptop,56,22,50,30,480,False
Laptop,53,22,51,30,480,False
Laptop,53,22,49,30,480,False
Laptop,51,22,49,30,480,False
Laptop,53,22,49,30,480,False
Laptop,54,22,51,30,480,False
Laptop,52,22,50,30,480,False
Laptop,50,22,49,30,480,False
Laptop,56,22,50,30,480,False
Laptop,60,22,51,30,480,False
Laptop,54,22,51,30,480,False
Laptop,51,22,49,30,480,False
Laptop,55,22,49,30,480,False
Laptop,53,22,51,30,480,False
Laptop,52,22,49,30,480,False
Laptop,51,22,49,30,480,False
Laptop,55,22,50,30,480,False
Laptop,54,22,51,30,480,False
Laptop,52,22,51,30,480,False
Laptop,53,22,50,30,480,False
Laptop,55,22,49,30,480,False
Laptop,54,22,50,30,480,False
Laptop,52,22,49,30,480,False
Laptop,51,22,49,30,480,False
Laptop,55,22,50,30,480,False
Laptop,54,22,51,30,480,False
Laptop,53,22,50,30,480,False
Laptop,53,22,49,30,480,False
Laptop,55,22,50,30,480,False
Laptop,52,22,50,30,480,False
Laptop,51,22,49,30,480,False
Laptop,54,22,49,30,480,False
Laptop,53,22,49,30,480,False
Laptop,54,22,50,30,480,False
Laptop,52,22,50,30,480,False
Laptop,52,22,50,30,480,False
Laptop,55,22,50,30,480,False
Laptop,54,22,51,30,480,False
Laptop,52,22,51,30,480,False
Laptop,53,22,50,30,480,False
Laptop,57,22,51,30,480,False
Laptop,52,22,51,30,480,False
Laptop,51,22,51,30,480,False
Laptop,51,22,50,30,480,False
Laptop,56,22,51,30,480,False
Laptop,54,22,51,30,480,False
Laptop,52,22,49,30,480,False
Laptop,53,22,50,30,480,False
Laptop,51,22,50,30,480,False
Laptop,56,22,51,30,480,False
Laptop,51,22,51,30,480,False
Laptop,53,22,51,30,480,False
Laptop,55,22,50,30,480,False
Laptop,53,22,50,30,480,False
Laptop,52,22,50,30,480,False
Laptop,51,22,50,30,480,False
Laptop,54,22,50,30,480,False
Laptop,54,22,51,30,480,False
Laptop,55,22,51,30,480,False
Laptop,51,22,49,30,480,False
Laptop,55,22,49,30,480,False
Laptop,53,22,51,30,480,False
Laptop,51,22,50,30,480,False
Laptop,53,22,50,30,480,False
Laptop,53,22,50,30,480,False
Laptop,52,22,52,30,480,False
Laptop,52,22,50,30,480,False
Laptop,52,22,49,30,480,False
Laptop,53,22,50,30,480,False
Laptop,57,22,50,30,480,False
Laptop,52,22,51,30,480,False
Laptop,51,22,50,30,480,False
Laptop,53,22,50,30,480,False
Laptop,53,22,51,30,480,False
Laptop,53,22,50,30,480,False
Laptop,52,22,50,30,480,False
Laptop,55,22,50,30,480,False
Laptop,53,22,50,30,480,False
Laptop,50,22,49,30,480,False
Laptop,51,22,50,30,480,False
Laptop,51,22,49,30,480,False
Laptop,53,22,51,30,480,False
Laptop,52,22,51,30,480,False
Laptop,53,22,51,30,480,False
Laptop,52,22,50,30,480,False
Laptop,56,22,51,30,480,False
Laptop,53,22,51,30,480,False
Laptop,68,23,49,35,480,False
Laptop,55,22,44,35,480,False
Laptop,54,22,44,35,480,False
Laptop,52,22,45,35,480,False
Laptop,53,22,45,35,480,False
Laptop,60,22,44,35,480,False
Laptop,53,22,44,35,480,False
Laptop,52,22,44,35,480,False
Laptop,52,22,44,35,480,False
Laptop,52,22,44,35,480,False
Laptop,60,22,44,35,480,False
Laptop,54,22,44,35,480,False
Laptop,53,22,44,35,480,False
Laptop,52,22,44,35,480,False
Laptop,51,22,44,35,480,False
Laptop,61,23,44,35,480,False
Laptop,53,22,45,35,480,False
Laptop,53,22,44,35,480,False
Laptop,53,22,44,35,480,False
Laptop,55,22,44,35,480,False
Laptop,56,22,45,35,480,False
Laptop,60,23,46,35,480,False
Laptop,57,22,46,35,480,False
Laptop,55,22,46,35,480,False
Laptop,51,22,45,35,480,False
Laptop,59,22,45,35,480,False
Laptop,52,22,45,35,480,False
Laptop,53,22,44,35,480,False
Laptop,55,22,44,35,480,False
Laptop,55,22,44,35,480,False
Laptop,54,22,44,35,480,False
Laptop,52,22,45,35,480,False
Laptop,55,22,44,35,480,False
Laptop,54,22,44,35,480,False
Laptop,52,22,44,35,480,False
Laptop,55,22,45,35,480,False
Laptop,54,22,46,35,480,False
Laptop,54,22,45,35,480,False
Laptop,53,22,44,35,480,False
Laptop,52,22,45,35,480,False
Laptop,59,22,45,35,480,False
Laptop,52,22,46,35,480,False
Laptop,52,22,44,35,480,False
Laptop,56,22,44,35,480,False
Laptop,55,22,45,35,480,False
Laptop,54,22,45,35,480,False
Laptop,55,22,46,35,480,False
Laptop,51,22,44,35,480,False
Laptop,53,22,44,35,480,False
Laptop,55,22,44,35,480,False
Laptop,58,22,45,35,480,False
Laptop,52,22,45,35,480,False
Laptop,55,22,44,35,480,False
Laptop,53,22,45,35,480,False
Laptop,58,22,45,35,480,False
Laptop,53,22,46,35,480,False
Laptop,52,22,44,35,480,False
Laptop,54,22,44,35,480,False
Laptop,55,22,44,35,480,False
Laptop,59,22,44,35,480,False
Laptop,52,22,44,35,480,False
Laptop,52,22,44,35,480,False
Laptop,53,22,44,35,480,False
Laptop,55,22,44,35,480,False
Laptop,56,22,45,35,480,False
Laptop,53,22,44,35,480,False
Laptop,54,22,59,35,480,False
Laptop,56,22,54,35,480,False
Laptop,53,22,55,35,480,False
Laptop,53,22,57,35,480,False
Laptop,52,22,57,35,480,False
Laptop,54,22,60,35,480,False
Laptop,52,22,60,35,480,False
Laptop,53,22,60,35,480,False
Laptop,51,22,60,35,480,False
Laptop,56,22,61,35,480,False
Laptop,53,22,60,35,480,False
Laptop,51,22,60,35,480,False
Laptop,53,22,61,35,480,False
Laptop,54,22,62,35,480,False
Laptop,52,22,60,35,480,False
Laptop,53,22,61,35,480,False
Laptop,58,22,63,35,480,False
Laptop,51,22,60,35,480,False
Laptop,51,22,60,35,480,False
Laptop,54,22,60,35,480,False
Laptop,57,22,61,35,480,False
Laptop,52,22,62,35,480,False
Laptop,53,22,61,35,480,False
Laptop,55,22,64,35,480,False
Laptop,51,22,64,35,480,False
Laptop,54,22,63,35,480,False
Laptop,55,22,61,35,480,False
Laptop,57,22,62,35,480,False
Laptop,54,22,61,35,480,False
Laptop,57,22,65,35,480,False
Laptop,50,22,61,35,480,False
Laptop,54,22,61,35,480,False
Laptop,54,22,60,35,480,False
Laptop,53,22,61,35,480,False
Laptop,53,22,61,35,480,False
Laptop,56,22,63,35,480,False
Laptop,52,22,62,35,480,False
Laptop,52,22,62,35,480,False
Laptop,55,22,61,35,480,False
Laptop,51,22,60,35,480,False
Laptop,52,22,61,35,480,False
Laptop,54,22,61,35,480,False
Laptop,51,22,61,35,480,False
Laptop,54,22,62,35,480,False
Laptop,55,22,64,35,480,False
Laptop,53,22,64,35,480,False
Laptop,53,22,61,35,480,False
Laptop,54,22,61,35,480,False
Laptop,52,22,61,35,480,False
Laptop,53,22,60,35,480,False
Laptop,56,22,62,35,480,False
Laptop,52,22,60,35,480,False
Laptop,53,22,62,35,480,False
Laptop,54,22,60,35,480,False
Laptop,54,22,63,35,480,False
Laptop,53,22,63,35,480,False
Laptop,52,22,63,35,480,False
Laptop,55,22,64,35,480,False
Laptop,52,22,63,35,480,False
Laptop,53,22,61,35,480,False
Laptop,54,22,62,35,480,False
Laptop,51,22,60,35,480,False
Laptop,54,22,60,35,480,False
Laptop,57,22,62,35,480,False
Laptop,53,22,64,35,480,False
Laptop,52,22,62,35,480,False
Laptop,54,22,60,35,480,False
Laptop,53,22,61,35,480,False
Laptop,50,22,61,35,480,False
Laptop,52,22,61,35,480,False
Laptop,58,22,62,35,480,False
Laptop,51,22,61,35,480,False
Laptop,51,22,60,35,480,False
Laptop,53,22,61,35,480,False
Laptop,55,22,61,35,480,False
Laptop,53,22,60,35,480,False
Laptop,51,22,61,35,480,False
Laptop,56,22,62,35,480,False
Laptop,51,22,60,35,480,False
Laptop,52,22,61,35,480,False
Laptop,52,22,60,35,480,False
Laptop,56,22,61,35,480,False
Laptop,53,22,61,35,480,False
Laptop,51,22,61,35,480,False
Laptop,55,22,61,35,480,False
Laptop,52,22,61,35,480,False
Laptop,53,22,60,35,480,False
Laptop,53,22,60,35,480,False
Laptop,53,22,61,35,480,False
Laptop,53,22,60,35,480,False
Laptop,53,22,61,35,480,False
Laptop,57,22,62,35,480,False
Laptop,53,22,61,35,480,False
Laptop,54,22,61,35,480,False
Laptop,53,22,61,35,480,False
Laptop,51,22,61,35,480,False
Laptop,52,22,61,35,480,False
Laptop,53,22,61,35,480,False
Laptop,55,22,62,35,480,False
Laptop,52,22,62,35,480,False
Laptop,52,22,61,35,480,False
Laptop,55,22,63,35,480,False
Laptop,52,22,63,35,480,False
Laptop,54,22,61,35,480,False
Laptop,54,22,61,35,480,False
Laptop,53,22,61,35,480,False
Laptop,54,22,61,35,480,False
Laptop,54,22,62,35,480,False
Laptop,53,22,60,35,480,False
Laptop,53,22,62,35,480,False
Laptop,55,22,61,35,480,False
Laptop,52,22,61,35,480,False
Laptop,52,22,62,35,480,False
Laptop,55,22,61,35,480,False
Laptop,54,22,60,35,480,False
Laptop,51,22,60,35,480,False
Laptop,55,22,61,35,480,False
Laptop,52,22,62,35,480,False
Laptop,52,22,62,35,480,False
Laptop,56,22,61,35,480,False
Laptop,53,22,60,35,480,False
Laptop,51,22,60,35,480,False
Laptop,57,22,61,35,480,False
Laptop,50,22,61,35,480,False
Laptop,52,22,61,35,480,False
Laptop,57,22,62,35,480,False
Laptop,52,22,61,35,480,False
Laptop,53,22,61,35,480,False
Laptop,57,22,63,35,480,False
Laptop,52,22,62,35,480,False
Laptop,52,22,61,35,480,False
Laptop,53,22,61,35,480,False
Laptop,56,22,61,35,480,False
Laptop,54,22,61,35,480,False
Laptop,55,22,61,35,480,False
Laptop,58,22,62,35,480,False
Laptop,52,22,61,35,480,False
Laptop,52,22,62,35,480,False
Laptop,54,22,61,35,480,False
Laptop,57,22,63,35,480,False
Laptop,52,22,62,35,480,False
Laptop,52,22,62,35,480,False
Laptop,52,22,62,35,480,False
Laptop,56,22,63,35,480,False
Laptop,51,22,63,35,480,False
Laptop,53,22,63,35,480,False
Laptop,55,22,62,35,480,False
Laptop,51,22,61,35,480,False
Laptop,53,22,61,35,480,False
Laptop,57,22,61,35,480,False
Laptop,51,22,61,35,480,False
Laptop,52,22,61,35,480,False
Laptop,56,22,62,35,480,False
Laptop,55,22,64,35,480,False
Laptop,53,22,61,35,480,False
Laptop,55,22,62,35,480,False
Laptop,50,22,61,35,480,False
Laptop,52,22,61,35,480,False
Laptop,55,22,62,35,480,False
Laptop,52,22,61,35,480,False
Laptop,51,22,61,35,480,False
Laptop,56,22,61,35,480,False
Laptop,52,22,61,35,480,False
Laptop,54,22,61,35,480,False
Laptop,55,22,61,35,480,False
Laptop,53,22,61,35,480,False
Laptop,53,22,61,35,480,False
Laptop,55,22,62,35,480,False
Laptop,53,22,61,35,480,False
Laptop,51,22,61,35,480,False
Laptop,63,23,62,35,480,False
Laptop,59,22,61,35,480,False
Laptop,58,22,61,35,480,False
Laptop,52,22,61,35,480,False
Laptop,56,22,61,35,480,False
Laptop,54,22,63,35,480,False
Laptop,53,22,65,35,480,False
Laptop,55,22,65,35,480,False
Laptop,53,22,64,35,480,False
Laptop,54,22,65,35,480,False
Laptop,55,22,62,35,480,False
Laptop,54,22,61,35,480,False
Laptop,53,22,61,35,480,False
Laptop,56,22,62,35,480,False
Laptop,52,22,60,35,480,False
Laptop,53,22,61,35,480,False
Laptop,53,22,62,35,480,False
Laptop,53,22,61,35,480,False
Laptop,54,22,61,35,480,False
Laptop,53,22,62,35,480,False
Laptop,53,22,61,35,480,False
Laptop,52,22,61,35,480,False
Laptop,54,22,61,35,480,False
Laptop,52,22,61,35,480,False
Laptop,51,22,62,35,480,False
Laptop,56,22,61,35,480,False
Laptop,51,22,61,35,480,False
Laptop,53,22,62,35,480,False
Laptop,55,22,62,35,480,False
Laptop,54,22,61,35,480,False
Laptop,52,22,61,35,480,False
Laptop,56,22,62,35,480,False
Laptop,52,22,61,35,480,False
Laptop,52,22,62,35,480,False
Laptop,52,22,61,35,480,False
Laptop,54,22,63,35,480,False
Laptop,53,22,61,35,480,False
Laptop,52,22,62,35,480,False
Laptop,53,22,62,35,480,False
Laptop,54,22,62,35,480,False
Laptop,52,22,61,35,480,False
Laptop,52,22,62,35,480,False
Laptop,55,22,62,35,480,False
Laptop,51,22,63,35,480,False
Laptop,53,22,65,35,480,False
Laptop,52,22,65,35,480,False
Laptop,50,22,64,35,480,False
Laptop,53,22,66,35,480,False
Laptop,53,22,65,35,480,False
Laptop,52,22,62,35,480,False
Laptop,52,22,62,35,480,False
Laptop,53,22,62,35,480,False
Laptop,51,22,61,35,480,False
Laptop,52,22,61,35,480,False
Laptop,53,22,62,35,480,False
PC,5,87,2376,15,1080,False
PC,6,88,10,15,1080,True
PC,5,87,13,15,1080,True
PC,5,87,10,15,1080,True
PC,6,87,11,15,1080,True
PC,7,88,12,15,1080,True
PC,9,90,12,15,1080,True
PC,6,87,10,15,1080,True
PC,5,87,10,15,1080,True
PC,5,87,11,15,1080,True
PC,6,87,11,15,1080,True
PC,8,89,17,15,1080,True
PC,3,85,11,15,1080,True
PC,5,87,11,15,1080,True
PC,5,87,11,15,1080,True
PC,3,85,11,15,1080,True
PC,6,87,11,15,1080,True
PC,8,89,10,15,1080,True
PC,6,88,10,15,1080,True
PC,12,93,10,15,1080,True
PC,10,91,11,15,1080,True
PC,8,89,13,15,1080,True
PC,8,89,13,15,1080,True
PC,12,93,14,15,1080,True
PC,4,86,14,15,1080,True
PC,1,83,16,15,1080,True
PC,4,86,15,15,1080,True
PC,7,88,15,15,1080,True
PC,2,84,15,15,1080,True
PC,7,88,15,15,1080,True
PC,1,83,16,15,1080,True
PC,1,83,15,15,1080,True
PC,1,83,18,15,1080,True
PC,3,85,17,15,1080,True
PC,4,86,16,15,1080,True
PC,7,88,15,15,1080,True
PC,7,88,18,15,1080,True
PC,1,83,19,15,1080,True
PC,8,89,19,15,1080,True
PC,14,95,18,15,1080,True
PC,10,91,20,15,1080,True
PC,15,95,21,15,1080,True
PC,14,94,22,15,1080,True
PC,10,91,20,15,1080,True
PC,13,93,23,15,1080,True
PC,17,97,24,15,1080,True
PC,17,97,22,15,1080,True
PC,1,83,21,15,1080,True
PC,10,91,21,15,1080,True
PC,15,95,22,15,1080,True
PC,16,97,22,15,1080,True
PC,17,97,23,15,1080,True
PC,13,94,22,15,1080,True
PC,14,94,24,15,1080,True
PC,17,97,22,15,1080,True
PC,14,95,26,15,1080,True
PC,16,96,26,15,1080,True
PC,12,93,26,15,1080,True
PC,5,87,26,15,1080,True
PC,0,82,26,15,1080,True
PC,2,84,26,15,1080,True
PC,0,83,26,15,1080,True
PC,1,83,26,15,1080,True
PC,5,87,27,15,1080,True
PC,6,87,26,15,1080,True
PC,11,92,27,15,1080,True
PC,9,90,27,15,1080,True
PC,8,89,25,15,1080,True
PC,8,89,27,15,1080,True
PC,4,86,25,15,1080,True
PC,3,85,26,15,1080,True
PC,5,87,27,15,1080,True
PC,6,87,26,15,1080,True
PC,3,85,25,15,1080,True
PC,2,84,28,15,1080,True
PC,7,89,25,15,1080,True
PC,2,84,25,15,1080,True
PC,2,84,26,15,1080,True
PC,1,83,25,15,1080,True
PC,5,87,26,15,1080,True
PC,7,88,25,15,1080,True
PC,3,85,25,15,1080,True
PC,3,85,26,15,1080,True
PC,3,85,26,15,1080,True
PC,6,87,27,15,1080,True
PC,8,89,26,15,1080,True
PC,1,83,26,15,1080,True
PC,2,84,25,15,1080,True
PC,2,84,26,15,1080,True
PC,3,85,27,15,1080,True
PC,8,89,27,15,1080,True
PC,7,88,26,15,1080,True
PC,7,88,28,15,1080,True
PC,3,85,27,15,1080,True
PC,0,82,26,15,1080,True
PC,4,86,25,15,1080,True
PC,4,86,26,15,1080,True
PC,5,87,26,15,1080,True
PC,2,84,26,15,1080,True
PC,5,86,26,15,1080,True
PC,8,89,25,15,1080,True
PC,7,88,26,15,1080,True
PC,7,88,25,15,1080,True
PC,7,88,26,15,1080,True
PC,2,84,26,15,1080,True
PC,2,84,29,15,1080,True
PC,3,85,29,15,1080,True
PC,4,86,26,15,1080,True
PC,7,88,25,15,1080,True
PC,6,88,28,15,1080,True
PC,7,88,26,15,1080,True
PC,10,91,28,15,1080,True
PC,7,88,26,15,1080,True
PC,4,86,25,15,1080,True
PC,2,84,25,15,1080,True
PC,5,87,29,15,1080,True
PC,1,83,25,15,1080,True
PC,5,87,26,15,1080,True
PC,2,84,28,15,1080,True
PC,4,86,25,15,1080,True
PC,2,84,26,15,1080,True
PC,4,86,25,15,1080,True
PC,1,83,26,15,1080,True
PC,1,83,26,15,1080,True
PC,1,83,26,15,1080,True
PC,2,84,27,15,1080,True
PC,2,84,26,15,1080,True
PC,1,83,25,15,1080,True
PC,2,84,26,15,1080,True
PC,1,83,25,15,1080,True
PC,3,85,26,15,1080,True
PC,3,85,26,15,1080,True
PC,0,82,25,15,1080,True
PC,1,83,25,15,1080,True
PC,7,88,26,15,1080,True
PC,3,85,27,15,1080,True
PC,2,84,26,15,1080,True
PC,4,86,25,15,1080,True
PC,8,89,29,15,1080,True
PC,6,88,24,15,1080,True
PC,8,90,25,15,1080,True
PC,1,84,26,15,1080,True
PC,3,85,27,15,1080,True
PC,2,84,26,15,1080,True
PC,1,83,26,15,1080,True
PC,1,83,29,15,1080,True
PC,3,85,25,15,1080,True
PC,4,86,26,15,1080,True
PC,7,88,27,15,1080,True
PC,6,87,26,15,1080,True
PC,3,85,26,15,1080,True
PC,8,89,26,15,1080,True
PC,6,87,26,15,1080,True
PC,6,88,26,15,1080,True
PC,10,91,26,15,1080,True
PC,6,88,27,15,1080,True
PC,2,84,25,15,1080,True
PC,2,84,25,15,1080,True
PC,1,83,26,15,1080,True
PC,2,84,29,15,1080,True
PC,5,87,27,15,1080,True
PC,2,84,25,15,1080,True
PC,1,83,26,15,1080,True
PC,1,83,26,15,1080,True
PC,1,83,25,15,1080,True
PC,1,83,26,15,1080,True
PC,1,83,28,15,1080,True
PC,0,82,26,15,1080,True
PC,2,84,25,15,1080,True
PC,1,83,26,15,1080,True
PC,3,85,26,15,1080,True
PC,1,83,26,15,1080,True
PC,0,82,28,15,1080,True
PC,1,83,26,15,1080,True
PC,5,87,25,15,1080,True
PC,6,88,26,15,1080,True
PC,2,84,28,15,1080,True
PC,1,83,27,15,1080,True
PC,0,82,29,15,1080,True
PC,1,83,27,15,1080,True
PC,1,83,26,15,1080,True
PC,1,83,28,15,1080,True
PC,11,92,27,15,1080,True
PC,9,90,26,15,1080,True
PC,7,88,26,15,1080,True
PC,8,89,27,15,1080,True
PC,11,92,27,15,1080,True
PC,1,83,26,15,1080,True
PC,2,84,26,15,1080,True
PC,2,84,27,15,1080,True
PC,0,82,27,15,1080,True
PC,0,82,27,15,1080,True
PC,2,85,26,15,1080,True
PC,0,82,25,15,1080,True
PC,2,84,26,15,1080,True
PC,5,87,27,15,1080,True
PC,4,86,29,15,1080,True
PC,5,87,27,15,1080,True
PC,0,82,27,15,1080,True
PC,1,83,30,15,1080,True
PC,2,84,26,15,1080,True
PC,2,84,27,15,1080,True
PC,4,86,28,15,1080,True
PC,6,87,27,15,1080,True
PC,1,83,28,15,1080,True
PC,2,84,27,15,1080,True
PC,2,84,27,15,1080,True
PC,1,83,26,15,1080,True
PC,2,84,27,15,1080,True
PC,1,83,26,15,1080,True
PC,1,83,25,15,1080,True
PC,3,85,27,15,1080,True
PC,12,93,27,15,1080,True
PC,6,87,26,15,1080,True
PC,4,86,26,15,1080,True
PC,8,89,26,15,1080,True
PC,9,90,28,15,1080,True
PC,10,91,27,15,1080,True
PC,6,87,26,15,1080,True
PC,6,87,25,15,1080,True
PC,7,89,26,15,1080,True
PC,1,83,26,15,1080,True
PC,5,87,26,15,1080,True
PC,2,84,28,15,1080,True
PC,3,85,26,15,1080,True
PC,2,84,26,15,1080,True
PC,4,86,26,15,1080,True
PC,0,82,26,15,1080,True
PC,2,84,26,15,1080,True
PC,1,83,26,15,1080,True
PC,2,84,26,15,1080,True
PC,2,84,26,15,1080,True
PC,6,87,26,15,1080,True
PC,1,83,26,15,1080,True
PC,6,87,26,15,1080,True
PC,7,88,26,15,1080,True
PC,6,87,27,15,1080,True
PC,7,88,26,15,1080,True
PC,7,88,29,15,1080,True
PC,3,85,26,15,1080,True
PC,2,84,25,15,1080,True
PC,3,85,26,15,1080,True
PC,1,83,26,15,1080,True
PC,1,83,27,15,1080,True
PC,1,83,31,15,1080,True
PC,2,84,26,15,1080,True
PC,1,83,26,15,1080,True
PC,2,84,28,15,1080,True
PC,2,84,27,15,1080,True
PC,1,83,26,15,1080,True
PC,2,84,25,15,1080,True
PC,1,83,27,15,1080,True
PC,4,86,27,15,1080,True
PC,1,83,26,15,1080,True
PC,3,85,27,15,1080,True
PC,2,84,26,15,1080,True
PC,3,85,27,15,1080,True
PC,0,82,26,15,1080,True
PC,1,83,27,15,1080,True
PC,0,82,27,15,1080,True
PC,6,87,28,15,1080,True
PC,1,83,26,15,1080,True
PC,3,85,26,15,1080,True
PC,4,86,26,15,1080,True
PC,2,84,27,15,1080,True
PC,2,84,25,15,1080,True
PC,1,83,26,15,1080,True
PC,2,84,27,15,1080,True
PC,2,84,27,15,1080,True
PC,3,85,27,15,1080,True
PC,0,82,27,15,1080,True
PC,1,83,26,15,1080,True
PC,2,84,26,15,1080,True
PC,7,88,28,15,1080,True
PC,1,83,25,15,1080,True
PC,10,91,26,15,1080,True
PC,10,91,29,15,1080,True
PC,6,88,27,15,1080,True
PC,7,88,26,15,1080,True
PC,8,89,26,15,1080,True
PC,6,87,26,15,1080,True
PC,6,88,25,15,1080,True
PC,9,90,26,15,1080,True
PC,8,89,26,15,1080,True
PC,4,86,26,15,1080,True
PC,1,83,27,15,1080,True
PC,1,83,27,15,1080,True
PC,3,85,26,15,1080,True
PC,7,88,26,15,1080,True
PC,3,85,26,15,1080,True
PC,2,84,26,15,1080,True
PC,1,83,29,20,1080,True
PC,5,87,26,20,1080,True
PC,7,89,26,20,1080,True
PC,15,96,35,20,1080,True
PC,7,89,26,20,1080,True
PC,8,89,25,20,1080,True
PC,9,90,36,20,1080,True
PC,2,84,26,20,1080,True
PC,1,83,26,20,1080,True
PC,6,87,31,20,1080,True
PC,6,88,25,20,1080,True
PC,7,89,26,20,1080,True
PC,6,87,33,20,1080,True
PC,3,85,25,20,1080,True
PC,1,83,26,20,1080,True
PC,4,86,37,20,1080,True
PC,2,85,25,20,1080,True
PC,2,84,25,20,1080,True
PC,2,84,29,20,1080,True
PC,1,83,26,20,1080,True
PC,3,85,25,20,1080,True
PC,3,85,30,20,1080,True
PC,3,85,26,20,1080,True
PC,2,84,25,20,1080,True
PC,3,85,37,20,1080,True
PC,4,86,26,20,1080,True
PC,5,86,26,20,1080,True
PC,8,89,32,20,1080,True
PC,8,90,26,20,1080,True
PC,8,90,26,20,1080,True
PC,8,89,38,20,1080,True
PC,6,87,25,20,1080,True
PC,6,87,25,20,1080,True
PC,7,89,27,20,1080,True
PC,7,89,27,20,1080,True
PC,2,84,26,20,1080,True
PC,5,87,32,20,1080,True
PC,4,86,26,20,1080,True
PC,2,84,25,20,1080,True
PC,9,90,33,20,1080,True
PC,6,88,25,20,1080,True
PC,7,89,26,20,1080,True
PC,6,88,34,20,1080,True
PC,9,90,26,20,1080,True
PC,7,88,26,20,1080,True
PC,7,88,33,20,1080,True
PC,5,86,26,20,1080,True
PC,2,84,27,20,1080,True
PC,2,84,31,20,1080,True
PC,2,84,26,20,1080,True
PC,2,84,27,20,1080,True
PC,2,84,32,20,1080,True
PC,1,83,26,20,1080,True
PC,1,83,25,20,1080,True
PC,1,83,36,20,1080,True
PC,2,84,25,20,1080,True
PC,2,84,26,20,1080,True
PC,8,89,33,20,1080,True
PC,3,85,25,20,1080,True
PC,3,85,26,20,1080,True
PC,3,85,31,20,1080,True
PC,1,83,25,20,1080,True
PC,2,84,26,20,1080,True
PC,3,85,34,20,1080,True
PC,2,84,26,20,1080,True
PC,1,83,25,20,1080,True
PC,0,82,35,20,1080,True
PC,3,85,26,20,1080,True
PC,2,84,26,20,1080,True
PC,2,84,35,20,1080,True
PC,5,86,28,20,1080,True
PC,3,85,26,20,1080,True
PC,3,85,31,20,1080,True
PC,2,84,26,20,1080,True
PC,2,84,26,20,1080,True
PC,3,85,33,20,1080,True
PC,2,84,26,20,1080,True
PC,1,83,25,20,1080,True
PC,5,87,35,20,1080,True
PC,1,83,26,20,1080,True
PC,3,85,26,20,1080,True
PC,3,85,35,20,1080,True
PC,4,86,26,20,1080,True
PC,3,85,25,20,1080,True
PC,2,84,35,20,1080,True
PC,2,84,26,20,1080,True
PC,2,84,26,20,1080,True
